Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code
70FA4024F00000137,GS35F025DA,0,0,DO Delivery Order,"$168,274.60 ",28-Feb-24,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,SUPPORT SERVICES SECTION(SS40),S,DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,201905828,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FA4022F00000331,GS35F025DA,P00002,0,DO Delivery Order,"$23,647.00 ",30-Jan-23,16-Aug-22,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,SUPPORT SERVICES SECTION(SS40),S,DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,201905856,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FBR821F00000006,GS35F025DA,0,0,DO Delivery Order,"$4,819.58 ",23-Feb-21,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 8 : EMERGENCY PREPAREDNESS A,S,DB02,"IT AND TELECOM - COMPUTE SUPPORT SERVICES, NON-HPC (LABOR)",811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,20190,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FA4023F00000138,GS35F025DA,0,0,DO Delivery Order,"$377,664.99 ",2-Mar-23,1-Feb-23,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,SUPPORT SERVICES SECTION(SS40),S,DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,201905856,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FA3018F00000762,HSHQDC12D00019,P00001,0,DO Delivery Order,"$13,162.52 ",27-Aug-19,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7030,INFORMATION TECHNOLOGY SOFTWARE,541519,OTHER COMPUTER RELATED SERVICES,FREMONT,CA,945386355,NONE,NONE OF THE ABOVE,XK11LLUL61A7,XK11LLUL61A7,NEW TECH SOLUTIONS  INC.,NEW TECH SOLUTIONS INC,1QN24
70FBR218P00000328,,P00001,0,PO Purchase Order,$0.00 ,10-Aug-19,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,FEMA,P,7045,INFORMATION TECHNOLOGY SUPPLIES,541519,OTHER COMPUTER RELATED SERVICES,SAN JUAN,PR,00920,NONE,NONE OF THE ABOVE,DKXFRS53C716,DKXFRS53C716,MINICOMPR COMPUTER & TECHNOLOGY INC.,MINICOMPR COMPUTERS & TECHNOLOGY LLC,6SWC5
70FBR218P00000328,,0,0,PO Purchase Order,"$5,998.00 ",4-May-18,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 2: EMERGENCY PREPAREDNESS AN,P,7045,INFORMATION TECHNOLOGY SUPPLIES,541519,OTHER COMPUTER RELATED SERVICES,SAN JUAN,PR,00920,NONE,NONE OF THE ABOVE,DKXFRS53C716,DKXFRS53C716,MINICOMPR COMPUTER & TECHNOLOGY INC.,MINICOMPR COMPUTERS & TECHNOLOGY LLC,6SWC5
70FBR223P00000011,,P00001,0,PO Purchase Order,$0.00 ,1-Mar-23,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 2: EMERGENCY PREPAREDNESS AN,P,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),334112,COMPUTER STORAGE DEVICE MANUFACTURING,SAN JUAN,PR,00920,NONE,NONE OF THE ABOVE,KV8TJNM8D7J9,KV8TJNM8D7J9,KODE TECHNOLOGIES PUERTO RICO  INC.,"KODE TECHNOLOGIES PUERTO RICO, INC.",8WB83
70FBR320F00000034,HSHQDC13D00019,0,0,DO Delivery Order,"$34,104.00 ",9-Sep-20,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGOIN 3: EMERGENCY PREPAREDNESS AN,P,7050,INFORMATION TECHNOLOGY COMPONENTS,541519,OTHER COMPUTER RELATED SERVICES,SAN DIEGO,CA,921102930,NONE,NONE OF THE ABOVE,MDC5LDZKQAM4,MDC5LDZKQAM4,BLUE TECH INC.,BLUE TECH INC.,0CL10
70FBR223P00000011,,P00002,0,PO Purchase Order,$0.00 ,17-Mar-23,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 2: EMERGENCY PREPAREDNESS AN,P,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),334112,COMPUTER STORAGE DEVICE MANUFACTURING,SAN JUAN,PR,00920,NONE,NONE OF THE ABOVE,KV8TJNM8D7J9,KV8TJNM8D7J9,KODE TECHNOLOGIES PUERTO RICO  INC.,"KODE TECHNOLOGIES PUERTO RICO, INC.",8WB83
70FBR223P00000011,,P00003,0,PO Purchase Order,$0.00 ,20-Mar-23,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,REGION 2: EMERGENCY PREPAREDNESS AN,P,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),334112,COMPUTER STORAGE DEVICE MANUFACTURING,SAN JUAN,PR,00920,NONE,NONE OF THE ABOVE,KV8TJNM8D7J9,KV8TJNM8D7J9,KODE TECHNOLOGIES PUERTO RICO  INC.,"KODE TECHNOLOGIES PUERTO RICO, INC.",8WB83
70FA4023F00000138,GS35F025DA,P00001,0,DO Delivery Order,$0.00 ,9-Mar-23,1-Feb-23,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,SUPPORT SERVICES SECTION(SS40),S,DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,811212,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,RESTON,VA,201905856,NONE,NONE OF THE ABOVE,EFAJMASTF3J7,FYLAKMN93AK5,HEWLETT PACKARD ENTERPRISE COMPANY,HEWLETT PACKARD ENTERPRISE COMPANY,7ES51
70FA3018F00000762,HSHQDC12D00019,0,0,DO Delivery Order,"$55,127.69 ",21-Sep-18,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7030,INFORMATION TECHNOLOGY SOFTWARE,541519,OTHER COMPUTER RELATED SERVICES,FREMONT,CA,945386355,NONE,NONE OF THE ABOVE,XK11LLUL61A7,XK11LLUL61A7,NEW TECH SOLUTIONS  INC.,NEW TECH SOLUTIONS INC,1QN24
70FA3018F00000762,HSHQDC12D00019,P00002,0,DO Delivery Order,"$13,443.67 ",4-Jun-20,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7030,INFORMATION TECHNOLOGY SOFTWARE,541519,OTHER COMPUTER RELATED SERVICES,FREMONT,CA,945386355,NONE,NONE OF THE ABOVE,XK11LLUL61A7,XK11LLUL61A7,NEW TECH SOLUTIONS  INC.,NEW TECH SOLUTIONS INC,1QN24
