Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code
HSFEHQ08J2009,HSHQDC06D00019,M00201,0,DO Delivery Order,"$1,064,836.78 ",21-Apr-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00224,0,DO Delivery Order,"$1,561,533.25 ",30-Sep-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00282,0,DO Delivery Order,"$45,000.00 ",11-Dec-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00016,0,DO Delivery Order,"$891,270.85 ",30-Jun-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00024,0,DO Delivery Order,"$388,001.75 ",25-Aug-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00038,0,DO Delivery Order,"$77,927.00 ",29-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00039,0,DO Delivery Order,"$633,819.32 ",29-Sep-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00052,0,DO Delivery Order,"$245,122.09 ",5-Mar-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00064,0,DO Delivery Order,"$558,489.64 ",2-Jul-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00076,0,DO Delivery Order,"$1,557,721.00 ",22-Sep-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00311,0,DO Delivery Order,"$2,218,990.52 ",10-Sep-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00328,0,DO Delivery Order,"$500,000.00 ",7-Mar-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFEHQ08J2009,HSHQDC06D00019,P00333,0,DO Delivery Order,"$200,732.67 ",17-Apr-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFEHQ08J2009,HSHQDC06D00019,P00347,0,DO Delivery Order,$0.00 ,1-Feb-18,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFE2013P0257,,P00007,0,PO Purchase Order,"$702,483.68 ",2-Jul-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,PREPAREDNESS BRANCH,P,7030,ADP SOFTWARE,511210,SOFTWARE PUBLISHERS,GAITHERSBURG,MD,208793326,,,GKURBKCK28R2,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00110,0,DO Delivery Order,$0.00 ,9-Nov-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00131,0,DO Delivery Order,"$1,530,443.19 ",17-Apr-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00164,0,DO Delivery Order,"$1,397,049.96 ",17-Apr-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00176,0,DO Delivery Order,"$2,051,458.69 ",9-Jul-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00198,0,DO Delivery Order,"$2,643,931.06 ",11-Mar-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00206,0,DO Delivery Order,"$18,627.15 ",23-May-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00210,0,DO Delivery Order,$0.00 ,7-Jul-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00219,0,DO Delivery Order,"$2,921,238.26 ",18-Sep-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00221,0,DO Delivery Order,"$3,932,930.84 ",24-Sep-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00241,0,DO Delivery Order,$0.00 ,3-Mar-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00251,0,DO Delivery Order,"$1,005,068.52 ",21-May-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00256,0,DO Delivery Order,"$347,596.49 ",2-Jul-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00257,0,DO Delivery Order,"$498,506.72 ",15-Jul-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00274,0,DO Delivery Order,$0.00 ,28-Oct-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00286,0,DO Delivery Order,"$3,395,358.25 ",14-Jan-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00002,0,DO Delivery Order,"$1,367,423.08 ",26-Feb-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00014,0,DO Delivery Order,"$721,806.12 ",28-May-09,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00066,0,DO Delivery Order,"$100,000.00 ",22-Jul-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00069,0,DO Delivery Order,"$8,129,606.44 ",10-Aug-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00306,0,DO Delivery Order,"$662,263.90 ",26-Jul-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00308,0,DO Delivery Order,"$3,398,560.17 ",17-Aug-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00321,0,DO Delivery Order,"$3,153,682.39 ",4-Nov-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
70FA6023F00000039,HHSN316201200030W,P00004,0,DO Delivery Order,"$33,975,213.41 ",6-Mar-24,10-Jul-23,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,MITIGATION SECTION(MIT60),S,R499,SUPPORT- PROFESSIONAL: OTHER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BETHESDA,MD,208171826,S,SERVICE CONTRACT INVENTORY (FAR 4.17),VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFE2013P0257,,P00012,0,PO Purchase Order,"$700,951.04 ",13-Jul-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,PREPAREDNESS SECTION(PRE20),P,7030,INFORMATION TECHNOLOGY SOFTWARE,511210,SOFTWARE PUBLISHERS,GAITHERSBURG,MD,208793326,,,GKURBKCK28R2,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,49EQ3
HSFEHQ08J2009,HSHQDC06D00019,96,0,DO Delivery Order,"$1,279,453.45 ",14-Jun-11,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00137,0,DO Delivery Order,"$1,500,432.75 ",30-May-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00146,0,DO Delivery Order,"$5,838,885.40 ",11-Sep-12,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00173,0,DO Delivery Order,"$243,790.22 ",17-Jun-13,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00227,0,DO Delivery Order,$0.00 ,16-Oct-14,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,M00240,0,DO Delivery Order,$0.00 ,24-Feb-15,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY BRANCH,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00056,0,DO Delivery Order,"$635,045.00 ",28-Apr-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00063,0,DO Delivery Order,$0.00 ,17-Jun-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00068,0,DO Delivery Order,"($7,412.82)",5-Aug-10,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,IT SECTION,P,7010,ADPE SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,
HSFEHQ08J2009,HSHQDC06D00019,P00305,0,DO Delivery Order,"$563,639.02 ",22-Jul-16,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFEHQ08J2009,HSHQDC06D00019,P00326,0,DO Delivery Order,"$357,775.92 ",16-Feb-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFEHQ08J2009,HSHQDC06D00019,P00329,0,DO Delivery Order,"$1,039,719.65 ",29-Mar-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
HSFEHQ08J2009,HSHQDC06D00019,P00335,0,DO Delivery Order,"$565,535.00 ",25-May-17,,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,INFORMATION TECHNOLOGY COMMODITIES AND TELECOMMUNICATIONS,P,7010,INFORMATION TECHNOLOGY EQUIPMENT SYSTEM CONFIGURATION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,208171826,,,VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
70FA6023F00000039,HHSN316201200030W,P00008,0,DO Delivery Order,$0.00 ,9-Apr-25,10-Jul-23,7022,FEDERAL EMERGENCY MANAGEMENT AGENCY,MITIGATION SECTION(MIT60),S,R499,SUPPORT- PROFESSIONAL: OTHER,541512,COMPUTER SYSTEMS DESIGN SERVICES,BETHESDA,MD,208171826,S,SERVICE CONTRACT INVENTORY (FAR 4.17),VV9KH3L99VE3,J64CSQTQNRC1,INTERNATIONAL BUSINESS MACHINES CORPORATION,INTERNATIONAL BUSINESS MACHINES CORPORATION,3BXY7
